fid;Kanton;ID_Nr;Latte;Latte-ID;x;y;Dat_Kontrolle;NameMitarbeiter;SampleID;RESULTAT;Male;mtDNAcod;IndividuenID;BioGeoRegions;AltitudeMedian;SettlementProportion;ForestProportion;TypoCH_NUM;TypoCH;OBJEKTART;Distance;Bemerkung
879;AG;665238;A;665238A;665701;238070;2019/20;;WKMIV;;;;;Plateau;534;0.07;0.26;624;Zahnwurz-Buchenwald;Wald;34.12256322;
880;AG;665238;B;665238B;665538;238074;2019/20;;WKMIV;;;;;Plateau;534;0.07;0.26;62;Buchenwälder;Wald;72.88100772;
881;AG;665238;C;665238C;665133;238519;2019/20;;WKMIV;;;;;Plateau;534;0.07;0.26;624;Zahnwurz-Buchenwald;Wald;24.07816721;
882;BE;575214;C;575214C;575020;214100;2018/19;;WKMIII;;;;;Jura;658;0.05;0.74;62;Buchenwälder;Wald;244.9224959;
883;BE;578234;C;578234C;578705;234609;2018/19;;WKMIII;;;;;Jura;999;0.02;0.34;624;Zahnwurz-Buchenwald;Wald;134.3195621;
884;BE;584226;A;584226A;584635;226925;2018/19;;WKMIII;;;;;Jura;670;0.19;0.45;623;Waldmeister-Buchenwald;Wald;76.17868018;
885;BE;584226;C;584226C;584840;226395;2018/19;;WKMIII;;;;;Jura;670;0.19;0.45;401;Kunstwiese auf Fruchtfolgefläche;;30.94960086;
886;BE;590218;A;590218A;590880;218200;2018/19;;WKMIII;;;;;Plateau;434;0.09;0.09;614;Hartholz-Auenwald;Wald;57.96310783;
887;BE;593238;A;593238A;593040;238581;2018/19;;WKMIII;;;;;Jura;1007;0.02;0.70;624;Zahnwurz-Buchenwald;Wald;1100.911001;
888;BE;605238;C;605238C;605062;238949;2018/19;;WKMIII;;;;;Jura;969;0.00;0.68;624;Zahnwurz-Buchenwald;Wald;196.733955;
889;BE;608242;A;608242A;608371;242784;2018/19;;WKMIII;;;;;Jura;826;0.05;0.60;621;Orchideen-Buchenwald;Wald;39.00372525;
890;BE;608242;B;608242B;608867;242890;2018/19;;WKMIII;;;;;Jura;826;0.05;0.60;641;Pfeifengras-Föhrenwald;Wald;44.48850025;
891;BE;608242;C;608242C;608842;242135;2018/19;;WKMIII;;;;;Jura;826;0.05;0.60;623;Waldmeister-Buchenwald;Wald;42.25120678;
892;BE;560218;A;560218A;560954;218438;2019/20;;WKMIV;;;;;Jura;904;0.05;0.15;624;Zahnwurz-Buchenwald;Wald;33.88160169;
893;BE;569206;B;569206B;569557;206158;2019/20;;WKMIV;;;;;Plateau;433;0.04;0.56;639;Robinienwald;Wald;115.2907791;
894;BE;569222;A;569222A;569551;222890;2019/20;;WKMIV;;;;;Jura;990;0.02;0.67;624;Zahnwurz-Buchenwald;Wald;64.73091944;
895;BE;569222;B;569222B;569254;222618;2019/20;;WKMIV;;;;;Jura;990;0.02;0.67;624;Zahnwurz-Buchenwald;Wald;133.5628713;
896;BE;578226;C;578226C;578936;226346;2019/20;;WKMIV;;;;;Jura;724;0.04;0.19;623;Waldmeister-Buchenwald;Wald;36.01438547;
897;BE;584202;C;584202C;584911;202815;2019/20;;WKMIV;;;;;Plateau;520;0.12;0.28;62;Buchenwälder;Wald;60.96871325;
898;BE;584234;B;584234B;584392;234670;2019/20;;WKMIV;;;;;Jura;1156;0.00;0.52;624;Zahnwurz-Buchenwald;Wald;63.34834558;
899;BE;584234;C;584234C;584725;234935;2019/20;;WKMIV;;;;;Jura;1156;0.00;0.52;625;Tannen-Buchenwald;Wald;148.5468516;
900;BE;596234;A;596234A;596092;234928;2019/20;;WKMIV;;;;;Jura;1032;0.00;0.82;623;Waldmeister-Buchenwald;Wald;155.283223;
901;BE;596234;B;596234B;596886;234986;2019/20;;WKMIV;;;;;Jura;1032;0.00;0.82;623;Waldmeister-Buchenwald;Wald;81.73946409;
902;BE;599222;B;599222B;599772;222499;2019/20;;WKMIV;;;;;Plateau;546;0.05;0.75;624;Zahnwurz-Buchenwald;Wald;170.8802345;
903;BE;599222;C;599222C;599474;222163;2019/20;;WKMIV;;;;;Plateau;546;0.05;0.75;62;Buchenwälder;Wald;528.0756643;
904;BE;599238;A;599238A;599297;238778;2019/20;;WKMIV;;;;;Jura;1083;0.00;0.82;661;Tannen-Fichtenwald;Wald;866.180418;
905;BE;599238;C;599238C;599713;238637;2019/20;;WKMIV;;;;;Jura;1083;0.00;0.82;624;Zahnwurz-Buchenwald;Wald;719.4120348;
906;BE;605190;A;605190A;605724;190247;2019/20;;WKMIV;;;;;Plateau;687;0.03;0.61;624;Zahnwurz-Buchenwald;Wald;100.1665307;
907;BE;617182;B;617182B;617249;182096;2019/20;;WKMIV;;;;;Prealps;796;0.08;0.08;624;Zahnwurz-Buchenwald;Wald;18.56476342;
908;BE;620186;A;620186A;620912;186431;2019/20;;WKMIV;;;;;Prealps;1010;0.15;0.12;624;Zahnwurz-Buchenwald;Wald;25.76587266;
909;BE;620186;B;620186B;620928;186743;2019/20;;WKMIV;;;;;Prealps;1010;0.15;0.12;624;Zahnwurz-Buchenwald;Wald;11.52106201;
910;BE;626218;B;626218B;626507;218972;2019/20;;WKMIV;;;;;Plateau;704;0.08;0.21;623;Waldmeister-Buchenwald;Wald;55.09296498;
911;BE;626218;C;626218C;626783;218400;2019/20;;WKMIV;;;;;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;10.10000341;
912;BL;602250;A;602250A;602727;250144;2018/19;;WKMIII;;;;;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;109.2588592;
913;BL;602250;B;602250B;602413;250073;2018/19;;WKMIII;;;;;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;48.42917822;
914;BL;602250;C;602250C;602569;250573;2018/19;;WKMIII;;;;;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;506.1776567;
915;BL;617262;A;617262A;617450;262690;2018/19;;WKMIII;;;;;Plateau;408;0.02;0.73;623;Waldmeister-Buchenwald;Wald;120.5944447;
916;BL;626258;A;626258A;626810;258725;2018/19;;WKMIII;;;;;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;100.8748336;
917;BL;626258;B;626258B;626165;258350;2018/19;;WKMIII;;;;;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;67.33401008;
918;BL;626258;C;626258C;626180;258835;2018/19;;WKMIII;;;;;Jura;471;0.12;0.64;62;Buchenwälder;Wald;549.3789604;
919;BL;629246;C;629246C;629890;246400;2018/19;;WKMIII;;;;;Jura;837;0.02;0.48;623;Waldmeister-Buchenwald;Wald;46.73833169;
920;BL;632250;A;632250A;632800;250340;2018/19;;WKMIII;;;;;Jura;773;0.03;0.55;624;Zahnwurz-Buchenwald;Wald;86.53383359;
921;BL;605254;A;605254A;605750;254700;2019/20;;WKMIV;;;;;Jura;477;0.02;0.93;621;Orchideen-Buchenwald;Wald;398.558627;
922;BL;605262;B;605262B;605250;262700;2019/20;;WKMIV;;;;;Plateau;372;0.16;0.22;621;Orchideen-Buchenwald;Wald;63.12049936;
923;BL;623254;B;623254B;623630;254446;2019/20;;WKMIV;;;;;Jura;473;0.02;0.51;623;Waldmeister-Buchenwald;Wald;157.5995225;
924;FR;566170;A;566170A;566151;170909;2018/19;;WKMIII;;;;;Plateau;957;0.03;0.38;623;Waldmeister-Buchenwald;Wald;38.94898051;
925;FR;584186;B;584186B;584921;186026;2018/19;;WKMIII;;;;;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;38.46698503;
926;FR;584186;C;584186C;584943;186257;2018/19;;WKMIII;;;;;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;26.67911136;
927;FR;575166;C;575166C;575704;166856;2019/20;;WKMIV;;;;;Prealps;912;0.02;0.49;624;Zahnwurz-Buchenwald;Wald;65.07980932;
928;FR;578162;A;578162A;578463;162719;2019/20;;WKMIV;;;;;Prealps;887;0.07;0.36;933;Naturstrasse, Weg;Wald;21.9509152;
929;FR;578162;B;578162B;578948;162634;2019/20;;WKMIV;;;;;Prealps;887;0.07;0.36;623;Waldmeister-Buchenwald;Wald;33.7144626;
930;GE;489116;B;489116B;489480;116795;2018/19;;WKMIII;;;;;Plateau;398;0.11;0.33;633;Eichen- Hainbuchenwald;Wald;52.93640881;
931;GE;489116;C;489116C;489405;116465;2018/19;;WKMIII;;;;;Plateau;398;0.11;0.33;633;Eichen- Hainbuchenwald;Wald;86.20978112;
932;GE;489118;C;489118C;489825;118587;2018/19;;WKMIII;;;;;Plateau;454;0.06;0.28;633;Eichen- Hainbuchenwald;Wald;37.22154253;
933;GE;489119;B;489119B;489488;119475;2018/19;;WKMIII;;;;;Plateau;449;0.07;0.64;62;Buchenwälder;Wald;151.020794;
934;GE;489120;A;489120A;489823;120491;2018/19;;WKMIII;;;;;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;69.88300095;
935;GE;489120;C;489120C;489454;120074;2018/19;;WKMIII;;;;;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;64.97945712;
936;GE;499127;C;499127C;499868;127977;2018/19;;WKMIII;;;;;Plateau;433;0.06;0.81;633;Eichen- Hainbuchenwald;Wald;180.5083913;
937;GE;499128;B;499128B;499395;128454;2018/19;;WKMIII;;;;;Plateau;445;0.02;0.83;64;Wärmeliebende Föhrenwälder;Wald;299.2770578;
938;GE;499128;C;499128C;499197;128697;2018/19;;WKMIII;;;;;Plateau;445;0.02;0.83;633;Eichen- Hainbuchenwald;Wald;178.9359138;
939;GE;499129;B;499129B;499754;129195;2018/19;;WKMIII;;;;;Plateau;456;0.09;0.49;633;Eichen- Hainbuchenwald;Wald;262.0640942;
940;GE;503134;C;503134C;503094;134526;2018/19;;WKMIII;;;;;Plateau;451;0.12;0.21;12;Fliessgewässer (z.?B. Bäche, Flüsse);Wald;55.65245881;
941;GE;489119;B;489119B;489488;119475;2019/20;;WKMIV;;;;;Plateau;449;0.07;0.64;62;Buchenwälder;Wald;151.020794;
942;GE;489120;A;489120A;489823;120491;2019/20;;WKMIV;;;;;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;69.88300095;
943;GE;489120;C;489120C;489454;120074;2019/20;;WKMIV;;;;;Plateau;430;0.00;0.95;633;Eichen- Hainbuchenwald;Wald;64.97945712;
944;JU;563246;A;563246A;563638;246810;2018/19;;WKMIII;;;;;Jura;791;0.04;0.34;623;Waldmeister-Buchenwald;Wald;27.69479749;
945;JU;563246;C;563246C;563989;246265;2018/19;;WKMIII;;;;;Jura;791;0.04;0.34;623;Waldmeister-Buchenwald;Wald;41.22477393;
946;JU;569254;A;569254A;569968;254168;2018/19;;WKMIII;;;;;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.82924391;
947;JU;569254;B;569254B;569123;254769;2018/19;;WKMIII;;;;;Jura;549;0.14;0.31;62;Buchenwälder;Wald;45.55983662;
948;JU;569254;C;569254C;569384;254909;2018/19;;WKMIII;;;;;Jura;549;0.14;0.31;62;Buchenwälder;Wald;54.69200928;
949;JU;572242;A;572242A;572677;242004;2018/19;;WKMIII;;;;;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;44.50443447;
950;JU;572258;A;572258A;572118;258065;2018/19;;WKMIII;;;;;Jura;448;0.00;0.38;62;Buchenwälder;Wald;144.2981533;
951;JU;572258;B;572258B;572198;258332;2018/19;;WKMIII;;;;;Jura;448;0.00;0.38;62;Buchenwälder;Wald;156.6445742;
952;JU;572258;C;572258C;572290;258562;2018/19;;WKMIII;;;;;Jura;448;0.00;0.38;62;Buchenwälder;Wald;47.10824244;
953;JU;575246;B;575246B;575893;246858;2018/19;;WKMIII;;;;;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;38.75208811;
954;JU;581238;B;581238B;581420;238776;2018/19;;WKMIII;;;;;Jura;800;0.00;0.74;623;Waldmeister-Buchenwald;Wald;107.5311858;
955;JU;581238;C;581238C;581261;238779;2018/19;;WKMIII;;;;;Jura;800;0.00;0.74;624;Zahnwurz-Buchenwald;Wald;49.76613752;
956;JU;587246;A;587246A;587894;246496;2018/19;;WKMIII;;;;;Jura;662;0.03;0.45;933;Naturstrasse, Weg;Wald;67.23127395;
957;JU;587246;B;587246B;587477;246548;2018/19;;WKMIII;;;;;Jura;662;0.03;0.45;621;Orchideen-Buchenwald;Wald;67.93445918;
958;JU;596242;A;596242A;596098;242433;2018/19;;WKMIII;;;;;Jura;614;0.02;0.69;623;Waldmeister-Buchenwald;Wald;58.60496318;
959;JU;596242;B;596242B;596194;242817;2018/19;;WKMIII;;;;;Jura;614;0.02;0.69;62;Buchenwälder;Wald;77.07337595;
960;JU;566258;C;566258C;566532;258523;2019/20;;WKMIV;;;;;Jura;479;0.10;0.88;623;Waldmeister-Buchenwald;Wald;356.0982158;
961;JU;569230;A;569230A;569582;230475;2019/20;;WKMIV;;;;;Jura;1009;0.01;0.25;624;Zahnwurz-Buchenwald;Wald;48.15695636;
962;JU;569246;A;569246A;569450;246453;2019/20;;WKMIV;;;;;Jura;825;0.02;0.84;624;Zahnwurz-Buchenwald;Wald;5.828685683;
963;JU;569246;C;569246C;569859;246411;2019/20;;WKMIV;;;;;Jura;825;0.02;0.84;623;Waldmeister-Buchenwald;Wald;25.82978221;
964;JU;572234;A;572234A;572548;234791;2019/20;;WKMIV;;;;;Jura;1005;0.01;0.21;661;Tannen-Fichtenwald;Wald;15.69538529;
965;JU;572234;B;572234B;572705;234349;2019/20;;WKMIV;;;;;Jura;1005;0.01;0.21;624;Zahnwurz-Buchenwald;Wald;21.36364538;
966;JU;575254;B;575254B;575502;254540;2019/20;;WKMIV;;;;;Jura;509;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;138.0388919;
967;JU;575254;C;575254C;575713;254704;2019/20;;WKMIV;;;;;Jura;509;0.02;0.45;62;Buchenwälder;Wald;141.1528348;
968;JU;578242;A;578242A;578423;242126;2019/20;;WKMIV;;;;;Jura;633;0.02;0.78;623;Waldmeister-Buchenwald;Wald;177.2984664;
969;JU;578242;C;578242C;578646;242881;2019/20;;WKMIV;;;;;Jura;633;0.02;0.78;623;Waldmeister-Buchenwald;Wald;117.9337423;
970;JU;581246;B;581246B;581309;246767;2019/20;;WKMIV;;;;;Jura;699;0.01;0.75;623;Waldmeister-Buchenwald;Wald;20.69019425;
971;JU;581246;C;581246C;581989;246915;2019/20;;WKMIV;;;;;Jura;699;0.01;0.75;92;Bauten;Wald;19.78343367;
972;JU;584250;A;584250A;584781;250153;2019/20;;WKMIV;;;;;Jura;745;0.00;0.74;451;Talfettwiese;Wald;88.27045754;
973;JU;584250;C;584250C;584078;250583;2019/20;;WKMIV;;;;;Jura;745;0.00;0.74;623;Waldmeister-Buchenwald;Wald;345.0780645;
974;JU;587238;A;587238A;587562;238644;2019/20;;WKMIV;;;;;Jura;766;0.00;0.79;451;Talfettwiese;;15.4783881;
975;JU;587238;B;587238B;587822;238770;2019/20;;WKMIV;;;;;Jura;766;0.00;0.79;623;Waldmeister-Buchenwald;Wald;44.26483267;
976;JU;587238;C;587238C;587236;238680;2019/20;;WKMIV;;;;;Jura;766;0.00;0.79;623;Waldmeister-Buchenwald;Wald;119.6284731;
977;JU;599246;C;599246C;599828;246612;2019/20;;WKMIV;;;;;Jura;673;0.00;0.79;624;Zahnwurz-Buchenwald;Wald;282.7833257;
978;LU;635222;A;635222A;635417;222329;2018/19;;WKMIII;;;;;Plateau;655;0.12;0.12;624;Zahnwurz-Buchenwald;Wald;40.0715093;
979;LU;635222;B;635222B;635312;222220;2018/19;;WKMIII;;;;;Plateau;655;0.12;0.12;623;Waldmeister-Buchenwald;Wald;68.06237681;
980;LU;635222;C;635222C;635218;222005;2018/19;;WKMIII;;;;;Plateau;655;0.12;0.12;624;Zahnwurz-Buchenwald;Wald;78.7702555;
981;LU;641214;C;641214C;641127;214913;2018/19;;WKMIII;;;;;Plateau;712;0.05;0.13;624;Zahnwurz-Buchenwald;Wald;31.85553205;
982;LU;644218;B;644218B;644152;218494;2018/19;;WKMIII;;;;;Plateau;610;0.07;0.12;623;Waldmeister-Buchenwald;Wald;10.26287703;
983;LU;644218;C;644218C;644970;218529;2018/19;;WKMIII;;;;;Plateau;610;0.07;0.12;623;Waldmeister-Buchenwald;Wald;17.351606;
984;LU;662210;B;662210B;662607;210369;2018/19;;WKMIII;;;;;Prealps;662;0.07;0.50;624;Zahnwurz-Buchenwald;Wald;42.90065913;
985;LU;635214;C;635214C;635217;214312;2019/20;;WKMIV;;;;;Prealps;766;0.07;0.20;624;Zahnwurz-Buchenwald;Wald;15.90751955;
986;LU;635230;C;635230C;635440;230909;2019/20;;WKMIV;;;;;Plateau;559;0.07;0.25;623;Waldmeister-Buchenwald;Wald;43.95752252;
987;LU;662234;A;662234A;662100;234871;2019/20;;WKMIV;;;;;Plateau;660;0.02;0.28;623;Waldmeister-Buchenwald;Wald;26.52062431;
988;LU;671214;B;671214B;671257;214962;2019/20;;WKMIV;;;;;Plateau;612;0.16;0.15;624;Zahnwurz-Buchenwald;Wald;49.2882737;
989;NE;560210;A;560210A;560206;210084;2018/19;;WKMIII;;;;;Jura;739;0.05;0.11;623;Waldmeister-Buchenwald;Wald;26.77781663;
990;NE;560210;B;560210B;560594;210816;2018/19;;WKMIII;;;;;Jura;739;0.05;0.11;623;Waldmeister-Buchenwald;Wald;10.20138627;
991;NE;563206;A;563206A;563403;206883;2018/19;;WKMIII;;;;;Jura;541;0.54;0.38;62;Buchenwälder;Wald;134.9409706;
992;NE;563206;B;563206B;563148;206818;2018/19;;WKMIII;;;;;Jura;541;0.54;0.38;621;Orchideen-Buchenwald;Wald;363.0913237;
993;NE;563206;C;563206C;563111;206384;2018/19;;WKMIII;;;;;Jura;541;0.54;0.38;621;Orchideen-Buchenwald;Wald;127.9204338;
994;NE;566218;A;566218A;566647;218857;2018/19;;WKMIII;;;;;Jura;1111;0.05;0.40;624;Zahnwurz-Buchenwald;Wald;53.04478922;
995;NE;530194;A;530194A;530920;194252;2019/20;;WKMIV;;;;;Jura;1184;0.00;0.33;625;Tannen-Buchenwald;Wald;38.756594;
996;NE;566210;B;566210B;566717;210759;2019/20;;WKMIV;;;;;Jura;710;0.12;0.61;933;Naturstrasse, Weg;Wald;66.62122265;
997;NE;566210;C;566210C;566285;210649;2019/20;;WKMIV;;;;;Jura;710;0.12;0.61;623;Waldmeister-Buchenwald;Wald;64.02739791;
998;NE;569214;B;569214B;569424;214547;2019/20;;WKMIV;;;;;Jura;976;0.01;0.74;624;Zahnwurz-Buchenwald;Wald;177.1979876;
999;NE;569214;C;569214C;569703;214826;2019/20;;WKMIV;;;;;Jura;976;0.01;0.74;624;Zahnwurz-Buchenwald;Wald;162.7406902;
1000;NE;569213;B;569213B;569981;213353;2019/20;;WKMIV;;;;;0;873;0.01;0.77;623;Waldmeister-Buchenwald;Wald;16.93084895;
1001;NE;569213;E;569213E;569840;213216;2019/20;;WKMIV;;;;;0;873;0.01;0.77;623;Waldmeister-Buchenwald;Wald;40.89524592;
1002;NE;562215;C;562215C;562028;215830;2019/20;;WKMIV;;;;;0;1005;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;41.15188385;
1003;NE;563216;A;563216A;563088;216342;2019/20;;WKMIV;;;;;0;1036;0.02;0.52;62;Buchenwälder;Wald;61.78338958;
1004;NE;563216;C;563216C;563758;216680;2019/20;;WKMIV;;;;;0;1036;0.02;0.52;62;Buchenwälder;Wald;52.54474654;
1005;SH;683270;B;683270B;683333;270584;2018/19;;WKMIII;;;;;Plateau;467;0.03;0.17;623;Waldmeister-Buchenwald;Wald;59.03175191;
1006;SH;689286;B;689286B;689638;286351;2018/19;;WKMIII;;;;;Plateau;493;0.17;0.73;621;Orchideen-Buchenwald;Wald;132.1851974;
1007;SH;704282;C;704282C;704848;282096;2018/19;;WKMIII;;;;;Plateau;426;0.09;0.33;62;Buchenwälder;Wald;73.69335193;
1008;SH;677278;A;677278A;677268;278172;2019/20;;WKMIV;;;;;Plateau;491;0.00;0.82;62;Buchenwälder;Wald;205.2247022;
1009;SO;600253;C;600253C;600905;253438;2018/19;;WKMIII;;;;;Jura;518;0.00;0.70;621;Orchideen-Buchenwald;Wald;380.9066869;
1010;SO;605222;C;605222C;605176;222830;2018/19;;WKMIII;;;;;Plateau;525;0.07;0.36;623;Waldmeister-Buchenwald;Wald;266.0860454;
1011;SO;614258;A;614258A;614110;258130;2018/19;;WKMIII;;;;;Jura;451;0.09;0.70;62;Buchenwälder;Wald;157.3946091;
1012;SO;614258;B;614258B;614520;258445;2018/19;;WKMIII;;;;;Jura;451;0.09;0.70;621;Orchideen-Buchenwald;Wald;73.40059605;
1013;SO;614258;C;614258C;614750;258200;2018/19;;WKMIII;;;;;Jura;451;0.09;0.70;621;Orchideen-Buchenwald;Wald;172.14553;
1014;SO;617238;B;617238B;617698;238818;2018/19;;WKMIII;;;;;Jura;763;0.02;0.92;623;Waldmeister-Buchenwald;Wald;359.2330426;
1015;SO;617246;C;617246C;617743;246876;2018/19;;WKMIII;;;;;Jura;1029;0.00;0.61;62;Buchenwälder;Wald;748.7411516;
1016;SO;617254;A;617254A;617336;254874;2018/19;;WKMIII;;;;;Jura;530;0.07;0.39;623;Waldmeister-Buchenwald;Wald;113.2679862;
