fid;Kanton;ID_Nr;Latte;Latte-ID;x;y;Dat_Kontrolle;NameMitarbeiter;SampleID;RESULTAT;Male;mtDNAcod;IndividuenID;BioGeoRegions;AltitudeMedian;SettlementProportion;ForestProportion;TypoCH_NUM;TypoCH;OBJEKTART;Distance;Bemerkung
517;BE;617198;A;617198A;617538;198809;2019/20;;WKMIV;;;;;Plateau;907;0.09;0.11;624;Zahnwurz-Buchenwald;Wald;35.34893871;
518;BE;617198;B;617198B;617654;198967;2019/20;;WKMIV;;;;;Plateau;907;0.09;0.11;624;Zahnwurz-Buchenwald;Wald;90.46428595;
519;BE;617198;C;617198C;617060;198915;2019/20;;WKMIV;;;;;Plateau;907;0.09;0.11;624;Zahnwurz-Buchenwald;Wald;17.57597877;
520;BE;620186;C;620186C;620899;186181;2019/20;;WKMIV;;;;;Prealps;1010;0.15;0.12;624;Zahnwurz-Buchenwald;Wald;10.09975717;
521;BE;623206;A;623206A;623360;206863;2019/20;;WKMIV;;;;;Prealps;731;0.04;0.35;933;Naturstrasse, Weg;Wald;105.9603675;
522;BE;623206;B;623206B;623340;206519;2019/20;;WKMIV;;;;;Prealps;731;0.04;0.35;623;Waldmeister-Buchenwald;Wald;30.82188409;
523;BE;623206;C;623206C;623671;206974;2019/20;;WKMIV;;;;;Prealps;731;0.04;0.35;624;Zahnwurz-Buchenwald;Wald;14.45312322;
524;BE;626170;A;626170A;626095;170395;2019/20;;WKMIV;;;;;Prealps;724;0.07;0.50;621;Orchideen-Buchenwald;Wald;67.82464762;
525;BE;626170;B;626170B;626840;170540;2019/20;;WKMIV;;;;;Prealps;724;0.07;0.50;621;Orchideen-Buchenwald;Wald;13.76923765;
526;BE;626170;C;626170C;626500;170800;2019/20;;WKMIV;;;;;Prealps;724;0.07;0.50;62;Buchenwälder;Wald;60.29049016;
527;BE;626218;A;626218A;626178;218733;2019/20;;WKMIV;;;;;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;22.96614629;
528;BE;659174;A;659174A;659090;174390;2019/20;;WKMIV;;;;;Prealps;840;0.05;0.70;624;Zahnwurz-Buchenwald;Wald;72.41932116;
529;BE;659174;B;659174B;659495;174475;2019/20;;WKMIV;;;;;Prealps;840;0.05;0.70;624;Zahnwurz-Buchenwald;Wald;146.1414782;
530;BE;659174;C;659174C;659500;174130;2019/20;;WKMIV;;;;;Prealps;840;0.05;0.70;624;Zahnwurz-Buchenwald;Wald;64.50902239;
531;BL;617262;B;617262B;617280;262290;2018/19;;WKMIII;;;;;Plateau;408;0.02;0.73;451;Talfettwiese;Wald;36.18406169;
532;BL;617262;C;617262C;617740;262160;2018/19;;WKMIII;;;;;Plateau;408;0.02;0.73;62;Buchenwälder;Wald;78.39985148;
533;BL;629246;A;629246A;629185;246280;2018/19;;WKMIII;;;;;Jura;837;0.02;0.48;624;Zahnwurz-Buchenwald;Wald;47.2113359;
534;BL;629246;B;629246B;629190;246615;2018/19;;WKMIII;;;;;Jura;837;0.02;0.48;623;Waldmeister-Buchenwald;Wald;22.49809106;
535;BL;629254;A;629254A;629215;254050;2018/19;;WKMIII;;;;;Jura;578;0.03;0.51;621;Orchideen-Buchenwald;Wald;44.23912677;
536;BL;629254;B;629254B;629205;254780;2018/19;;WKMIII;;;;;Jura;578;0.03;0.51;621;Orchideen-Buchenwald;Wald;103.1046709;
537;BL;629254;C;629254C;629770;254630;2018/19;;WKMIII;;;;;Jura;578;0.03;0.51;623;Waldmeister-Buchenwald;Wald;77.90739192;
538;BL;632250;B;632250B;632950;250775;2018/19;;WKMIII;;;;;Jura;773;0.03;0.55;624;Zahnwurz-Buchenwald;Wald;82.85930229;
539;BL;632250;C;632250C;632475;250210;2018/19;;WKMIII;;;;;Jura;773;0.03;0.55;623;Waldmeister-Buchenwald;Wald;183.5152185;
540;BL;596250;A;596250A;596800;250800;2019/20;;WKMIV;;;;;Jura;647;0.02;0.78;932;Asphalt- oder Betonstrasse;Wald;18.16224475;
541;BL;596250;B;596250B;596170;250800;2019/20;;WKMIV;;;;;Jura;647;0.02;0.78;623;Waldmeister-Buchenwald;Wald;32.5286449;
542;BL;596250;C;596250C;596570;250070;2019/20;;WKMIV;;;;;Jura;647;0.02;0.78;621;Orchideen-Buchenwald;Wald;38.15501658;
543;BL;605254;B;605254B;605600;254350;2019/20;;WKMIV;;;;;Jura;477;0.02;0.93;62;Buchenwälder;Wald;216.8612147;
544;BL;605254;C;605254C;605200;254900;2019/20;;WKMIV;;;;;Jura;477;0.02;0.93;621;Orchideen-Buchenwald;Wald;534.6497769;
545;BL;605262;A;605262A;605850;262700;2019/20;;WKMIV;;;;;Plateau;372;0.16;0.22;621;Orchideen-Buchenwald;Wald;32.55476929;
546;BL;605262;C;605262C;605200;262150;2019/20;;WKMIV;;;;;Plateau;372;0.16;0.22;;;;20.83071012;In Deutschland
547;BL;620258;A;620258A;620116;258653;2019/20;;WKMIV;;;;;Jura;446;0.04;0.69;621;Orchideen-Buchenwald;Wald;143.0779344;
548;BL;620258;B;620258B;620218;258160;2019/20;;WKMIV;;;;;Jura;446;0.04;0.69;621;Orchideen-Buchenwald;Wald;30.0291487;
549;BL;620258;C;620258C;620671;258256;2019/20;;WKMIV;;;;;Jura;446;0.04;0.69;62;Buchenwälder;Wald;345.4401431;
550;BL;623246;A;623246A;623431;246377;2019/20;;WKMIV;;;;;Jura;715;0.06;0.67;623;Waldmeister-Buchenwald;Wald;10.01067113;
551;BL;623246;B;623246B;623608;246797;2019/20;;WKMIV;;;;;Jura;715;0.06;0.67;621;Orchideen-Buchenwald;Wald;68.40662473;
552;BL;623246;C;623246C;623231;246916;2019/20;;WKMIV;;;;;Jura;715;0.06;0.67;623;Waldmeister-Buchenwald;Wald;14.42425011;
553;BL;623254;A;623254A;623561;254729;2019/20;;WKMIV;;;;;Jura;473;0.02;0.51;621;Orchideen-Buchenwald;Wald;105.9006036;
554;BL;623254;C;623254C;623609;254088;2019/20;;WKMIV;;;;;Jura;473;0.02;0.51;621;Orchideen-Buchenwald;Wald;246.9001641;
555;BL;629262;A;629262A;629821;262550;2019/20;;WKMIV;;;;;Plateau;470;0.05;0.46;62;Buchenwälder;Wald;54.58216088;
556;BL;629262;B;629262B;629655;262180;2019/20;;WKMIV;;;;;Plateau;470;0.05;0.46;62;Buchenwälder;Wald;49.9867381;
557;BL;629262;C;629262C;629497;262786;2019/20;;WKMIV;;;;;Plateau;470;0.05;0.46;621;Orchideen-Buchenwald;;2.288998016;
558;BS;617270;A;617270A;617538;270814;2019/20;;WKMIV;;;;;Plateau;356;0.22;0.45;639;Robinienwald;Wald;40.9626741;
559;BS;617270;B;617270B;617666;270393;2019/20;;WKMIV;;;;;Plateau;356;0.22;0.45;621;Orchideen-Buchenwald;Wald;22.56534216;
560;BS;617270;C;617270C;617813;270259;2019/20;;WKMIV;;;;;Plateau;356;0.22;0.45;62;Buchenwälder;Wald;140.4286846;
561;FR;554162;A;554162A;554910;162841;2018/19;;WKMIII;;;;;Plateau;759;0.05;0.13;623;Waldmeister-Buchenwald;Wald;54.45668955;
562;FR;554162;B;554162B;554894;162648;2018/19;;WKMIII;;;;;Plateau;759;0.05;0.13;624;Zahnwurz-Buchenwald;Wald;43.47463954;
563;FR;554162;C;554162C;554208;162115;2018/19;;WKMIII;;;;;Plateau;759;0.05;0.13;623;Waldmeister-Buchenwald;Wald;21.91596009;
564;FR;557166;A;557166A;557625;166050;2018/19;;WKMIII;;;;;Plateau;770;0.02;0.07;623;Waldmeister-Buchenwald;Wald;35.7035114;
565;FR;557166;B;557166B;557522;166252;2018/19;;WKMIII;;;;;Plateau;770;0.02;0.07;623;Waldmeister-Buchenwald;Wald;9.455761754;
566;FR;557166;C;557166C;557253;166051;2018/19;;WKMIII;;;;;Plateau;770;0.02;0.07;623;Waldmeister-Buchenwald;Wald;40.05401592;
567;FR;557182;A;557182A;557795;182600;2018/19;;WKMIII;;;;;Plateau;547;0.07;0.31;623;Waldmeister-Buchenwald;Wald;27.91701287;
568;FR;557182;B;557182B;557683;182278;2018/19;;WKMIII;;;;;Plateau;547;0.07;0.31;623;Waldmeister-Buchenwald;Wald;34.38291997;
569;FR;557182;C;557182C;557141;182183;2018/19;;WKMIII;;;;;Plateau;547;0.07;0.31;62;Buchenwälder;Wald;28.69691444;
570;FR;566170;B;566170B;566815;170825;2018/19;;WKMIII;;;;;Plateau;957;0.03;0.38;624;Zahnwurz-Buchenwald;Wald;48.05429758;
571;FR;566170;C;566170C;566896;170332;2018/19;;WKMIII;;;;;Plateau;957;0.03;0.38;624;Zahnwurz-Buchenwald;Wald;144.0937774;
572;FR;569150;A;569150A;569129;150568;2018/19;;WKMIII;;;;;Prealps;946;0.02;0.55;624;Zahnwurz-Buchenwald;Wald;44.52403239;
573;FR;569150;B;569150B;569796;150921;2018/19;;WKMIII;;;;;Prealps;946;0.02;0.55;62;Buchenwälder;Wald;85.8074639;
574;FR;569150;C;569150C;569700;150199;2018/19;;WKMIII;;;;;Prealps;946;0.02;0.55;624;Zahnwurz-Buchenwald;Wald;44.39009608;
575;FR;570148;A;570148A;570565;148972;2018/19;;WKMIII;;;;;Prealps;1045;0.02;0.75;623;Waldmeister-Buchenwald;Wald;113.1576098;
576;FR;570148;B;570148B;570554;148878;2018/19;;WKMIII;;;;;Prealps;1045;0.02;0.75;62;Buchenwälder;Wald;168.1521419;
577;FR;570148;C;570148C;570185;148447;2018/19;;WKMIII;;;;;Prealps;1045;0.02;0.75;623;Waldmeister-Buchenwald;Wald;84.84908115;
578;FR;576200;A;576200A;576751;200825;2018/19;;WKMIII;;;;;Prealps;432;0.02;0.74;63;Andere Laubwälder;Wald;130.3403917;
579;FR;576200;B;576200B;576258;200803;2018/19;;WKMIII;;;;;Prealps;432;0.02;0.74;63;Andere Laubwälder;Wald;42.43617653;
580;FR;576200;C;576200C;576791;200435;2018/19;;WKMIII;;;;;Prealps;432;0.02;0.74;63;Andere Laubwälder;Wald;2.431006313;
581;FR;581166;A;581166A;581129;166568;2018/19;;WKMIII;;;;;Prealps;1033;0.05;0.50;453;Talfettweide (Kammgrasweide);;93.6508006;
582;FR;581166;B;581166B;581796;166921;2018/19;;WKMIII;;;;;Prealps;1033;0.05;0.50;453;Talfettweide (Kammgrasweide);;28.17669865;
583;FR;581166;C;581166C;581700;166199;2018/19;;WKMIII;;;;;Prealps;1033;0.05;0.50;624;Zahnwurz-Buchenwald;Wald;443.5698961;
584;FR;584186;A;584186A;584752;186030;2018/19;;WKMIII;;;;;Plateau;687;0.03;0.07;623;Waldmeister-Buchenwald;Wald;39.76533936;
585;FR;551166;A;551166A;551098;166584;2019/20;;WKMIV;;;;;Plateau;610;0.10;0.27;623;Waldmeister-Buchenwald;Wald;74.44504926;
586;FR;551166;B;551166B;551161;166434;2019/20;;WKMIV;;;;;Plateau;610;0.10;0.27;62;Buchenwälder;Wald;80.70955953;
587;FR;551166;C;551166C;551551;166239;2019/20;;WKMIV;;;;;Plateau;610;0.10;0.27;62;Buchenwälder;Wald;33.25297064;
588;FR;560154;A;560154A;560300;154760;2019/20;;WKMIV;;;;;Prealps;953;0.02;0.43;623;Waldmeister-Buchenwald;Wald;40.7216942;
589;FR;560154;B;560154B;560830;154633;2019/20;;WKMIV;;;;;Prealps;953;0.02;0.43;624;Zahnwurz-Buchenwald;Wald;179.3545261;
590;FR;560154;C;560154C;560743;154391;2019/20;;WKMIV;;;;;Prealps;953;0.02;0.43;624;Zahnwurz-Buchenwald;Wald;147.551292;
591;FR;560178;A;560178A;560755;178668;2018/19;;WKMIII;;;;;Plateau;615;0.02;0.36;623;Waldmeister-Buchenwald;Wald;52.91249032;
592;FR;560178;B;560178B;560394;178006;2018/19;;WKMIII;;;;;Plateau;615;0.02;0.36;623;Waldmeister-Buchenwald;Wald;71.23481727;
593;FR;560178;C;560178C;560012;178322;2018/19;;WKMIII;;;;;Plateau;615;0.02;0.36;624;Zahnwurz-Buchenwald;Wald;95.63917381;
594;FR;566159;A;566159A;566674;159833;2019/20;;WKMIV;;;;;Prealps;1071;0.02;0.83;624;Zahnwurz-Buchenwald;Wald;50.2235034;
595;FR;566159;B;566159B;566649;159302;2019/20;;WKMIV;;;;;Prealps;1071;0.02;0.83;624;Zahnwurz-Buchenwald;Wald;187.5834505;
596;FR;566159;C;566159C;566142;159289;2019/20;;WKMIV;;;;;Prealps;1071;0.02;0.83;624;Zahnwurz-Buchenwald;Wald;226.9044298;
597;FR;566186;A;566186A;566439;186725;2019/20;;WKMIV;;;;;Plateau;548;0.05;0.07;623;Waldmeister-Buchenwald;Wald;28.19805285;
598;FR;566186;B;566186B;566269;187058;2019/20;;WKMIV;;;;;Plateau;548;0.05;0.07;623;Waldmeister-Buchenwald;Wald;94.61727991;
599;FR;566186;C;566186C;566327;187018;2019/20;;WKMIV;;;;;Plateau;548;0.05;0.07;623;Waldmeister-Buchenwald;Wald;96.79808512;
600;FR;575166;A;575166A;575521;166126;2019/20;;WKMIV;;;;;Prealps;912;0.02;0.49;624;Zahnwurz-Buchenwald;Wald;66.48997615;
601;FR;575166;B;575166B;575645;166248;2019/20;;WKMIV;;;;;Prealps;912;0.02;0.49;624;Zahnwurz-Buchenwald;Wald;73.64323407;
602;FR;578162;C;578162C;578964;162499;2019/20;;WKMIV;;;;;Prealps;887;0.07;0.36;933;Naturstrasse, Weg;Wald;35.84712942;
603;FR;578170;A;578170A;578734;170867;2019/20;;WKMIV;;;;;Prealps;1084;0.06;0.59;624;Zahnwurz-Buchenwald;Wald;332.2308955;
604;FR;578170;B;578170B;578450;170833;2019/20;;WKMIV;;;;;Prealps;1084;0.06;0.59;624;Zahnwurz-Buchenwald;Wald;102.2354805;
605;FR;578170;C;578170C;578773;170204;2019/20;;WKMIV;;;;;Prealps;1084;0.06;0.59;625;Tannen-Buchenwald;Wald;110.2515267;
606;FR;581182;A;581182A;581445;182536;2019/20;;WKMIV;;;;;Plateau;703;0.06;0.28;623;Waldmeister-Buchenwald;Wald;93.66141772;
607;FR;581182;B;581182B;581462;182415;2019/20;;WKMIV;;;;;Plateau;703;0.06;0.28;623;Waldmeister-Buchenwald;Wald;87.82220047;
608;FR;581182;C;581182C;581637;182091;2019/20;;WKMIV;;;;;Plateau;703;0.06;0.28;623;Waldmeister-Buchenwald;Wald;76.96476693;
609;FR;586174;A;586174A;586309;174574;2019/20;;WKMIV;;;;;Prealps;1088;0.02;0.97;624;Zahnwurz-Buchenwald;Wald;437.1083361;
610;FR;586174;B;586174B;586759;174695;2019/20;;WKMIV;;;;;Prealps;1088;0.02;0.97;624;Zahnwurz-Buchenwald;Wald;630.9478025;
611;FR;586174;C;586174C;586508;174288;2019/20;;WKMIV;;;;;Prealps;1088;0.02;0.97;625;Tannen-Buchenwald;Wald;578.5650094;
612;FR;590186;A;590186A;590276;186743;2019/20;;WKMIV;;;;;Plateau;752;0.06;0.28;623;Waldmeister-Buchenwald;Wald;25.41496459;
613;FR;590186;B;590186B;590425;186450;2019/20;;WKMIV;;;;;Plateau;752;0.06;0.28;623;Waldmeister-Buchenwald;Wald;0.437120418;
614;FR;590186;C;590186C;590704;186186;2019/20;;WKMIV;;;;;Plateau;752;0.06;0.28;623;Waldmeister-Buchenwald;Wald;75.41935011;
615;GE;486110;A;486110A;486900;110750;2018/19;;WKMIII;;;;;Plateau;387;0.00;0.83;62;Buchenwälder;Wald;136.6937768;
616;GE;486110;B;486110B;486740;110225;2018/19;;WKMIII;;;;;Plateau;387;0.00;0.83;64;Wärmeliebende Föhrenwälder;Wald;223.7700043;
617;GE;486110;C;486110C;486480;110455;2018/19;;WKMIII;;;;;Plateau;387;0.00;0.83;62;Buchenwälder;Wald;300.9663977;
618;GE;486117;A;486117A;486750;117490;2018/19;;WKMIII;;;;;Plateau;473;0.00;0.90;62;Buchenwälder;Wald;256.7811879;
619;GE;486117;B;486117B;486475;117410;2018/19;;WKMIII;;;;;Plateau;473;0.00;0.90;62;Buchenwälder;Wald;180.782173;
620;GE;486117;C;486117C;486710;117235;2018/19;;WKMIII;;;;;Plateau;473;0.00;0.90;62;Buchenwälder;Wald;275.5347959;
621;GE;489116;A;489116A;489090;116800;2018/19;;WKMIII;;;;;Plateau;398;0.11;0.33;633;Eichen- Hainbuchenwald;Wald;52.12764518;
622;GE;489118;A;489118A;489215;118740;2018/19;;WKMIII;;;;;Plateau;454;0.06;0.28;62;Buchenwälder;Wald;141.0007316;
623;GE;489118;B;489118B;489167;118502;2018/19;;WKMIII;;;;;Plateau;454;0.06;0.28;62;Buchenwälder;Wald;80.10524793;
624;GE;489119;A;489119A;489466;119819;2018/19;;WKMIII;;;;;Plateau;449;0.07;0.64;633;Eichen- Hainbuchenwald;Wald;290.009941;
625;GE;489119;C;489119C;489225;119192;2018/19;;WKMIII;;;;;Plateau;449;0.07;0.64;633;Eichen- Hainbuchenwald;Wald;115.4987461;
626;GE;489120;B;489120B;489666;120289;2018/19;;WKMIII;;;;;Plateau;430;0.00;0.95;62;Buchenwälder;Wald;109.4036775;
627;GE;491115;A;491115A;491725;115770;2018/19;;WKMIII;;;;;Plateau;398;0.08;0.46;633;Eichen- Hainbuchenwald;Wald;79.60018983;
628;GE;491115;B;491115B;491420;115520;2018/19;;WKMIII;;;;;Plateau;398;0.08;0.46;633;Eichen- Hainbuchenwald;Wald;117.0876747;
629;GE;491115;C;491115C;491230;115220;2018/19;;WKMIII;;;;;Plateau;398;0.08;0.46;633;Eichen- Hainbuchenwald;Wald;105.8978483;
630;GE;497126;A;497126A;497161;126765;2018/19;;WKMIII;;;;;Plateau;467;0.09;0.12;62;Buchenwälder;Wald;39.00482238;
631;GE;497126;B;497126B;497302;126962;2018/19;;WKMIII;;;;;Plateau;467;0.09;0.12;62;Buchenwälder;Wald;100.6479695;
632;GE;497126;C;497126C;497957;126797;2018/19;;WKMIII;;;;;Plateau;467;0.09;0.12;633;Eichen- Hainbuchenwald;Wald;11.06102448;
633;GE;499127;A;499127A;499217;127172;2018/19;;WKMIII;;;;;Plateau;433;0.06;0.81;633;Eichen- Hainbuchenwald;Wald;25.33268442;
634;GE;499127;B;499127B;499509;127596;2018/19;;WKMIII;;;;;Plateau;433;0.06;0.81;62;Buchenwälder;Wald;299.5280563;
635;GE;499128;A;499128A;499819;128739;2018/19;;WKMIII;;;;;Plateau;445;0.02;0.83;633;Eichen- Hainbuchenwald;Wald;61.9719325;
636;GE;499129;A;499129A;499492;129195;2018/19;;WKMIII;;;;;Plateau;456;0.09;0.49;633;Eichen- Hainbuchenwald;Wald;113.2688652;
637;GE;499129;C;499129C;499727;129622;2018/19;;WKMIII;;;;;Plateau;456;0.09;0.49;633;Eichen- Hainbuchenwald;Wald;111.5311776;
638;GE;503134;A;503134A;503103;134965;2018/19;;WKMIII;;;;;Plateau;451;0.12;0.21;633;Eichen- Hainbuchenwald;Wald;40.53283442;
639;GE;503134;B;503134B;503418;134822;2018/19;;WKMIII;;;;;Plateau;451;0.12;0.21;62;Buchenwälder;Wald;89.14797287;
640;GE;512122;A;512122A;512107;122500;2018/19;;WKMIII;;;;;Plateau;500;0.00;0.52;633;Eichen- Hainbuchenwald;Wald;183.4413187;
641;GE;512122;B;512122B;512188;122802;2018/19;;WKMIII;;;;;Plateau;500;0.00;0.52;633;Eichen- Hainbuchenwald;Wald;193.4631203;
642;GE;512122;C;512122C;512479;122807;2018/19;;WKMIII;;;;;Plateau;500;0.00;0.52;62;Buchenwälder;Wald;169.2567195;
643;GE;490120;A;490120A;490257;120143;2019/20;;WKMIV;;;;;0;455;0.03;0.15;633;Eichen- Hainbuchenwald;Wald;36.99803642;
644;GE;490120;B;490120B;490016;120079;2019/20;;WKMIV;;;;;0;455;0.03;0.15;12;Fliessgewässer (z.?B. Bäche, Flüsse);Wald;53.35867985;
645;GE;489119;A;489119A;489879;119925;2019/20;;WKMIV;;;;;Plateau;449;0.07;0.64;62;Buchenwälder;Wald;87.21179199;
646;GE;489119;C;489119C;489471;119763;2019/20;;WKMIV;;;;;Plateau;449;0.07;0.64;62;Buchenwälder;Wald;283.8039402;
647;GE;489119;D;489119D;489508;119879;2019/20;;WKMIV;;;;;Plateau;449;0.07;0.64;633;Eichen- Hainbuchenwald;Wald;253.6220708;
648;GE;512122;A;512122A;512188;122470;2019/20;;WKMIV;;;;;Plateau;500;0.00;0.52;633;Eichen- Hainbuchenwald;Wald;98.3073258;
649;GE;512122;B;512122B;512157;122773;2019/20;;WKMIV;;;;;Plateau;500;0.00;0.52;62;Buchenwälder;Wald;205.2063584;
650;GE;512122;C;512122C;512464;122797;2019/20;;WKMIV;;;;;Plateau;500;0.00;0.52;62;Buchenwälder;Wald;153.19568;
651;JU;563246;B;563246B;563022;246104;2018/19;;WKMIII;;;;;Jura;791;0.04;0.34;623;Waldmeister-Buchenwald;;0.624819449;
652;JU;569238;A;569238A;569743;238825;2018/19;;WKMIII;;;;;Jura;806;0.02;0.69;623;Waldmeister-Buchenwald;;8.320009096;
653;JU;569238;B;569238B;569922;238704;2018/19;;WKMIII;;;;;Jura;806;0.02;0.69;624;Zahnwurz-Buchenwald;Wald;79.51733554;
654;JU;569238;C;569238C;569120;238360;2018/19;;WKMIII;;;;;Jura;806;0.02;0.69;624;Zahnwurz-Buchenwald;Wald;40.62518547;
655;JU;572242;B;572242B;572414;242002;2018/19;;WKMIII;;;;;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;62.04999443;
656;JU;572242;C;572242C;572004;242775;2018/19;;WKMIII;;;;;Jura;856;0.02;0.34;623;Waldmeister-Buchenwald;Wald;50.80798181;
657;JU;575246;A;575246A;575823;246064;2018/19;;WKMIII;;;;;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;28.95210379;
658;JU;575246;C;575246C;575045;246551;2018/19;;WKMIII;;;;;Jura;720;0.04;0.38;623;Waldmeister-Buchenwald;Wald;63.2707569;
659;JU;581238;A;581238A;581850;238856;2018/19;;WKMIII;;;;;Jura;800;0.00;0.74;623;Waldmeister-Buchenwald;Wald;60.00822839;
660;JU;587246;C;587246C;587594;246732;2018/19;;WKMIII;;;;;Jura;662;0.03;0.45;62;Buchenwälder;Wald;24.68759168;
661;JU;590250;A;590250A;590717;250161;2018/19;;WKMIII;;;;;Jura;704;0.13;0.21;60;Forstpflanzungen;;44.59562303;
662;JU;590250;B;590250B;590546;250275;2018/19;;WKMIII;;;;;Jura;704;0.13;0.21;623;Waldmeister-Buchenwald;Wald;16.21829852;
663;JU;590250;C;590250C;590498;250023;2018/19;;WKMIII;;;;;Jura;704;0.13;0.21;623;Waldmeister-Buchenwald;Wald;27.95388664;
664;JU;596242;C;596242C;596738;242826;2018/19;;WKMIII;;;;;Jura;614;0.02;0.69;623;Waldmeister-Buchenwald;Wald;135.9636838;
665;JU;605246;A;605246A;605945;246284;2018/19;;WKMIII;;;;;Jura;772;0.01;0.64;621;Orchideen-Buchenwald;Wald;100.3256019;
666;JU;605246;B;605246B;605299;246329;2018/19;;WKMIII;;;;;Jura;772;0.01;0.64;621;Orchideen-Buchenwald;Wald;111.9259684;
667;JU;605246;C;605246C;605161;246620;2018/19;;WKMIII;;;;;Jura;772;0.01;0.64;623;Waldmeister-Buchenwald;Wald;372.2515123;
668;JU;566258;A;566258A;566197;258778;2019/20;;WKMIV;;;;;Jura;479;0.10;0.88;62;Buchenwälder;Wald;24.29359051;
669;JU;566258;B;566258B;566494;258797;2019/20;;WKMIV;;;;;Jura;479;0.10;0.88;62;Buchenwälder;Wald;174.0954749;
670;JU;569230;B;569230B;569711;230286;2019/20;;WKMIV;;;;;Jura;1009;0.01;0.25;65;Hochmoorewälder;;29.13182688;
671;JU;569230;C;569230C;569947;230553;2019/20;;WKMIV;;;;;Jura;1009;0.01;0.25;232;Nährstoffreiche Feuchtwiesen (Sumpfdotterblumenwiese);;15.43924681;
672;JU;569246;B;569246B;569718;246501;2019/20;;WKMIV;;;;;Jura;825;0.02;0.84;623;Waldmeister-Buchenwald;Wald;47.30974576;
673;JU;572234;C;572234C;572350;234191;2019/20;;WKMIV;;;;;Jura;1005;0.01;0.21;624;Zahnwurz-Buchenwald;Wald;21.81165895;
674;JU;575238;A;575238A;575958;238216;2019/20;;WKMIV;;;;;Jura;919;0.04;0.43;624;Zahnwurz-Buchenwald;Wald;46.47351366;
675;JU;575238;B;575238B;575938;238915;2019/20;;WKMIV;;;;;Jura;919;0.04;0.43;624;Zahnwurz-Buchenwald;Wald;25.05877943;
676;JU;575238;C;575238C;575502;238194;2019/20;;WKMIV;;;;;Jura;919;0.04;0.43;62;Buchenwälder;Wald;13.35776282;
677;JU;575254;A;575254A;575203;254251;2019/20;;WKMIV;;;;;Jura;509;0.02;0.45;624;Zahnwurz-Buchenwald;Wald;214.6822682;
678;JU;578242;B;578242B;578225;242302;2019/20;;WKMIV;;;;;Jura;633;0.02;0.78;623;Waldmeister-Buchenwald;Wald;227.7846446;
679;JU;581246;A;581246A;581215;246520;2019/20;;WKMIV;;;;;Jura;699;0.01;0.75;623;Waldmeister-Buchenwald;Wald;153.4234961;
680;JU;584250;B;584250B;584704;250883;2019/20;;WKMIV;;;;;Jura;745;0.00;0.74;623;Waldmeister-Buchenwald;Wald;78.58332206;
681;JU;599246;A;599246A;599414;246141;2019/20;;WKMIV;;;;;Jura;673;0.00;0.79;621;Orchideen-Buchenwald;Wald;2.348096465;
682;JU;599246;B;599246B;599888;246256;2019/20;;WKMIV;;;;;Jura;673;0.00;0.79;621;Orchideen-Buchenwald;Wald;113.4005352;
683;JU;602242;A;602242A;602883;242426;2019/20;;WKMIV;;;;;Jura;674;0.11;0.66;621;Orchideen-Buchenwald;Wald;53.61273766;
684;JU;602242;B;602242B;602546;242340;2019/20;;WKMIV;;;;;Jura;674;0.11;0.66;621;Orchideen-Buchenwald;Wald;10.0035153;
685;JU;602242;C;602242C;602353;242251;2019/20;;WKMIV;;;;;Jura;674;0.11;0.66;621;Orchideen-Buchenwald;Wald;62.62055862;
686;LU;632226;A;632226A;632806;226839;2018/19;;WKMIII;;;;;Plateau;550;0.06;0.20;62;Buchenwälder;Wald;70.32034929;
687;LU;632226;B;632226B;632692;226996;2018/19;;WKMIII;;;;;Plateau;550;0.06;0.20;62;Buchenwälder;Wald;128.7628609;
688;LU;632226;C;632226C;632981;226245;2018/19;;WKMIII;;;;;Plateau;550;0.06;0.20;622;Hainsimsen-Buchenwald;Wald;51.47915685;
689;LU;641198;A;641198A;641339;198591;2018/19;;WKMIII;;;;;Prealps;786;0.03;0.15;624;Zahnwurz-Buchenwald;Wald;29.07486271;
690;LU;641198;B;641198B;641455;198876;2018/19;;WKMIII;;;;;Prealps;786;0.03;0.15;624;Zahnwurz-Buchenwald;Wald;79.85668107;
691;LU;641198;C;641198C;641178;198806;2018/19;;WKMIII;;;;;Prealps;786;0.03;0.15;624;Zahnwurz-Buchenwald;Wald;71.01065116;
692;LU;641214;A;641214A;641802;214365;2018/19;;WKMIII;;;;;Plateau;712;0.05;0.13;624;Zahnwurz-Buchenwald;Wald;46.09721005;
693;LU;641214;B;641214B;641519;214113;2018/19;;WKMIII;;;;;Plateau;712;0.05;0.13;624;Zahnwurz-Buchenwald;Wald;28.23191632;
694;LU;644218;A;644218A;644001;218010;2018/19;;WKMIII;;;;;Plateau;610;0.07;0.12;623;Waldmeister-Buchenwald;Wald;40.80464677;
695;LU;653214;A;653214A;653857;214689;2018/19;;WKMIII;;;;;Plateau;683;0.17;0.05;624;Zahnwurz-Buchenwald;Wald;32.52311428;
696;LU;653214;B;653214B;653970;214688;2018/19;;WKMIII;;;;;Plateau;683;0.17;0.05;624;Zahnwurz-Buchenwald;Wald;23.54097474;
